TaxonName,Author,accepted_bin
Ficus crassiuscula,Warb. ex Standl.,Ficus crassiuscula
Ficus craterostoma,Warb. ex Mildbr. & Burret,Ficus craterostoma
Ficus cremersii,C.C.Berg,Ficus cremersii
Ficus crescentioides,Bureau,Ficus crescentioides
Ficus crocata,(Miq.) Mart. ex Miq.,Ficus crocata
Ficus cuatrecasasiana,Dugand,Ficus cuatrecasasiana
Ficus cucurbitina,King,Ficus cucurbitina
Ficus cumingii,Miq.,Ficus cumingii
Ficus cundinamarcensis,Dugand,Ficus cundinamarcensis
Ficus cupulata,Haines,Ficus cupulata
Ficus curtipes,Corner,Ficus curtipes
Ficus cuspidata,Reinw. ex Blume,Ficus cuspidata
Ficus cyathistipula,Warb.,Ficus cyathistipula
Ficus cyathistipuloides,De Wild.,Ficus cyathistipuloides
Ficus cyclophylla,(Miq.) Miq.,Ficus cyclophylla
Ficus cynaroides,Corner,Ficus cynaroides
Ficus cyrtophylla,(Miq.) Miq.,Ficus cyrtophylla
Ficus dalbertisii,King,Ficus dalbertisii
Ficus dalhousiae,(Miq.) Miq.,Ficus dalhousiae
Ficus dammaropsis,Diels,Ficus dammaropsis
Ficus danielis,Dugand,Ficus danielis
Ficus davidsoniae,Standl.,Ficus davidsoniae
Ficus decipiens,Reinw. ex Blume,Ficus decipiens
Ficus delosyce,Corner,Ficus delosyce
Ficus deltoidea,Jack,Ficus deltoidea
Ficus dendrocida,Kunth,Ficus dendrocida
Ficus densifolia,Miq.,Ficus densifolia
Ficus densistipulata,De Wild.,Ficus densistipulata
Ficus depressa,Blume,Ficus depressa
Ficus destruens,F.Muell. ex C.T.White,Ficus destruens
Ficus dewolfii,Pedern. & Romaniuc,Ficus dewolfii
Ficus diamantiphylla,Corner,Ficus diamantiphylla
Ficus dicranostyla,Mildbr.,Ficus dicranostyla
Ficus dimorpha,King,Ficus dimorpha
Ficus dissipata,Corner,Ficus dissipata
Ficus diversiformis,Miq.,Ficus diversiformis
Ficus donnell-smithii,Standl.,Ficus donnell-smithii
Ficus drupacea,Thunb.,Ficus drupacea
Ficus dryepondtiana,Gentil,Ficus dryepondtiana
Ficus duartei,C.C.Berg & Carauta,Ficus duartei
Ficus dubia,Wall. ex King,Ficus dubia
Ficus duckeana,C.C.Berg & J.E.L.Ribeiro,Ficus duckeana
Ficus dugandii,Standl.,Ficus dugandii
Ficus dulciaria,Dugand,Ficus dulciaria
Ficus dzumacensis,Guillaumin,Ficus dzumacensis
Ficus edelfeltii,King,Ficus edelfeltii
Ficus elastica,Roxb. ex Hornem.,Ficus elastica
Ficus elasticoides,De Wild.,Ficus elasticoides
Ficus eliadis,Standl.,Ficus eliadis
Ficus elmeri,Merr.,Ficus elmeri
Ficus endochaete,Summerh.,Ficus endochaete
Ficus endospermifolia,Corner,Ficus endospermifolia
Ficus enormis,Mart. ex Miq.,Ficus enormis
Ficus erecta,Thunb.,Ficus erecta
Ficus erinobotrya,Corner,Ficus erinobotrya
Ficus ernanii,"Carauta, Pedern., P.P.Souza, A.F.P.Machado, M.D.M.Vianna & Romaniuc",Ficus ernanii
Ficus erythrosperma,Miq.,Ficus erythrosperma
Ficus esquiroliana,H.Lév.,Ficus esquiroliana
Ficus estanislana,Dugand,Ficus estanislana
Ficus eumorpha,Corner,Ficus eumorpha
Ficus eustephana,Diels,Ficus eustephana
Ficus exasperata,Vahl,Ficus exasperata
Ficus eximia,Schott,Ficus eximia
Ficus faulkneriana,C.C.Berg,Ficus faulkneriana
Ficus fergusonii,(King) T.B.Worth. ex Corner,Ficus fergusonii
Ficus filicauda,Hand.-Mazz.,Ficus filicauda
Ficus fischeri,Warb. ex Mildbr. & Burret,Ficus fischeri
Ficus fiskei,Elmer,Ficus fiskei
Ficus fistulosa,Reinw. ex Blume,Ficus fistulosa
Ficus flagellaris,Diels,Ficus flagellaris
Ficus floresana,C.C.Berg,Ficus floresana
Ficus forstenii,Miq.,Ficus forstenii
Ficus francisci,H.J.P.Winkl.,Ficus francisci
Ficus francoae,C.C.Berg,Ficus francoae
Ficus fraseri,Miq.,Ficus fraseri
Ficus fresnoensis,Dugand,Ficus fresnoensis
Ficus fulva,Reinw. ex Blume,Ficus fulva
Ficus fulvopilosa,Summerh.,Ficus fulvopilosa
Ficus funiculosa,Corner,Ficus funiculosa
Ficus gasparriniana,Miq.,Ficus gasparriniana
Ficus geniculata,Kurz,Ficus geniculata
Ficus geocarpa,Teijsm. ex Miq.,Ficus geocarpa
Ficus geocharis,Corner,Ficus geocharis
Ficus gibbsiae,Ridl.,Ficus gibbsiae
Ficus gigantifolia,Merr.,Ficus gigantifolia
Ficus gigantosyce,Dugand,Ficus gigantosyce
Ficus gilapong,Miq.,Ficus gilapong
Ficus glaberrima,Blume,Ficus glaberrima
Ficus glabristipulata,C.C.Berg,Ficus glabristipulata
Ficus glandifera,Summerh.,Ficus glandifera
Ficus glandulifera,(Wall. ex Miq.) King,Ficus glandulifera
Ficus glareosa,Elmer,Ficus glareosa
Ficus glumosa,Delile,Ficus glumosa
Ficus godeffroyi,Warb.,Ficus godeffroyi
Ficus gomelleira,Kunth & C.D.Bouché,Ficus gomelleira
Ficus goniophylla,Corner,Ficus goniophylla
Ficus gracillima,Diels,Ficus gracillima
Ficus granatum,G.Forst.,Ficus granatum
Ficus gratiosa,Corner,Ficus gratiosa
Ficus greenwoodii,Summerh.,Ficus greenwoodii
Ficus grevei,Baill.,Ficus grevei
Ficus grewiifolia,Blume,Ficus grewiifolia
Ficus griffithii,(Miq.) Miq.,Ficus griffithii
Ficus grossularioides,Burm.f.,Ficus grossularioides
Ficus gryllus,Corner,Ficus gryllus
Ficus guajavoides,Lundell,Ficus guajavoides
Ficus guatiquiae,Dugand,Ficus guatiquiae
Ficus guayaquilensis,Dugand,Ficus guayaquilensis
Ficus gul,K.Schum. & Lauterb.,Ficus gul
Ficus guntheri,J.H.Torres,Ficus guntheri
Ficus habrophylla,G.Benn. ex Seem.,Ficus habrophylla
Ficus hadroneura,Diels,Ficus hadroneura
Ficus hahliana,Diels,Ficus hahliana
Ficus halmaherae,Corner,Ficus halmaherae
Ficus hartwegii,Miq.,Ficus hartwegii
Ficus hatschbachii,C.C.Berg & Carauta,Ficus hatschbachii
Ficus hebetifolia,Dugand,Ficus hebetifolia
Ficus hemsleyana,King,Ficus hemsleyana
Ficus henneana,Miq.,Ficus superba
Ficus henryi,Warb. ex Diels,Ficus henryi
Ficus herthae,Diels,Ficus herthae
Ficus hesperia,Corner,Ficus hesperia
Ficus hesperidiiformis,King,Ficus hesperidiiformis
Ficus heteromorpha,Hemsl.,Ficus heteromorpha
Ficus heteropleura,Blume,Ficus heteropleura
Ficus heteropoda,Miq.,Ficus heteropoda
Ficus heteroselis,Bureau,Ficus heteroselis
Ficus hirsuta,Schott,Ficus hirsuta
Ficus hispida,L.f.,Ficus hispida
Ficus holosericea,Schott,Ficus holosericea
Ficus hombroniana,Corner,Ficus hombroniana
Ficus hookeriana,Corner,Ficus hookeriana
Ficus hotteana,Ekman ex Rossbach,Ficus hotteana
Ficus huilensis,Dugand,Ficus huilensis
Ficus humbertii,C.C.Berg,Ficus humbertii
Ficus hurlimannii,Guillaumin,Ficus hurlimannii
Ficus hypogaea,King,Ficus hypogaea
Ficus ihuensis,Summerh.,Ficus ihuensis
Ficus iidaiana,Rehder & E.H.Wilson,Ficus iidaiana
Ficus ilias-paiei,Kochummen,Ficus ilias-paiei
Ficus ilicina,(Sond.) Miq.,Ficus ilicina
Ficus illiberalis,Corner,Ficus illiberalis
Ficus imbricata,Corner,Ficus imbricata
Ficus immanis,Corner,Ficus immanis
Ficus inaequifolia,Elmer,Ficus inaequifolia
Ficus inaequipetiolata,Merr.,Ficus inaequipetiolata
Ficus indigofera,Rech.,Ficus indigofera
Ficus ingens,(Miq.) Miq.,Ficus ingens
Ficus insipida,Willd.,Ficus insipida
Ficus intramarginalis,Miq.,Ficus intramarginalis
Ficus involucrata,Blume,Ficus involucrata
Ficus iodotricha,Diels,Ficus iodotricha
Ficus ischnopoda,Miq.,Ficus ischnopoda
Ficus itoana,Diels,Ficus itoana
Ficus ixoroides,Corner,Ficus ixoroides
Ficus jacobii,Vázq.Avila,Ficus jacobii
Ficus jaheriana,Corner,Ficus jaheriana
Ficus jansii,Boutique,Ficus jansii
Ficus jaramilloi,Dugand,Ficus jaramilloi
Ficus johannis,Boiss.,Ficus johannis
Ficus juglandiformis,King,Ficus juglandiformis
Ficus kamerunensis,Warb. ex Mildbr. & Burret,Ficus kamerunensis
Ficus karthalensis,C.C.Berg,Ficus karthalensis
Ficus katendei,Verdc.,Ficus katendei
Ficus kerkhovenii,Koord. & Valeton,Ficus kerkhovenii
Ficus kjellbergii,Corner,Ficus kjellbergii
Ficus kochummeniana,C.C.Berg,Ficus kochummeniana
Ficus kofmaniae,C.C.Berg,Ficus kofmaniae
Ficus koutumensis,Corner,Ficus koutumensis
Ficus krukovii,Standl.,Ficus krukovii
Ficus kuchinensis,C.C.Berg,Ficus kuchinensis
Ficus kurzii,King,Ficus kurzii
Ficus lacor,Buch.-Ham.,Ficus lacor
Ficus lacunata,Kvitvik,Ficus lacunata
Ficus laevicarpa,Elmer,Ficus laevicarpa
Ficus lagoensis,C.C.Berg & Carauta,Ficus lagoensis
Ficus lamponga,Miq.,Ficus lamponga
Ficus lancibracteata,Corner,Ficus lancibracteata
Ficus langkokensis,Drake,Ficus langkokensis
Ficus lapathifolia,(Liebm.) Miq.,Ficus lapathifolia
Ficus lasiocarpa,Miq.,Ficus lasiocarpa
Ficus lasiosyce,J.A.González & Poveda,Ficus lasiosyce
Ficus lateriflora,Vahl,Ficus lateriflora
Ficus latimarginata,Corner,Ficus latimarginata
Ficus laureola,Warb. ex C.C.Berg & Carauta,Ficus laureola
Ficus lauretana,Vázq.Avila,Ficus lauretana
Ficus laurifolia,Lam.,Ficus laurifolia
Ficus lawesii,King,Ficus lawesii
Ficus lawrancei,Standl.,Ficus lawrancei
Ficus lecardii,Warb.,Ficus cordata
Ficus lehmannii,Standl.,Ficus lehmannii
Ficus leiocarpa,(Bureau) Warb.,Ficus leiocarpa
Ficus leiophylla,C.C.Berg,Ficus leiophylla
Ficus leonensis,Hutch.,Ficus leonensis
Ficus lepicarpa,Blume,Ficus lepicarpa
Ficus leptocalama,Corner,Ficus leptocalama
Ficus leptoclada,Benth.,Ficus leptoclada
Ficus leptodictya,Diels,Ficus leptodictya
Ficus leptogramma,Corner,Ficus leptogramma
Ficus lifouensis,Corner,Ficus lifouensis
Ficus lilliputiana,D.J.Dixon,Ficus lilliputiana
Ficus limosa,C.C.Berg,Ficus limosa
Ficus linearifolia,Elmer,Ficus linearifolia
Ficus lingua,Warb. ex De Wild. & T.Durand,Ficus lingua
Ficus litseifolia,Corner,Ficus litseifolia
Ficus longecuspidata,Warb.,Ficus longicuspidata
Ficus longibracteata,Corner,Ficus longibracteata
Ficus longifolia,Schott,Ficus longifolia
Ficus longistipulata,Kochummen,Ficus longistipulata
Ficus louisii,Boutique & J.Léonard,Ficus louisii
Ficus lowii,King,Ficus lowii
Ficus luschnathiana,(Miq.) Miq.,Ficus luschnathiana
Ficus lutea,Vahl,Ficus lutea
Ficus lyrata,Warb.,Ficus lyrata
Ficus macbridei,Standl.,Ficus macbridei
Ficus machetana,Dugand,Ficus machetana
Ficus machupicchuensis,C.C.Berg,Ficus machupicchuensis
Ficus macilenta,King,Ficus macilenta
Ficus maclellandii,King,Ficus maclellandii
Ficus macrophylla,Pers.,Ficus macrophylla
Ficus macropodocarpa,H.Lév. & Vaniot,Ficus stenophylla
Ficus macrorrhyncha,Lauterb. & K.Schum.,Ficus macrorrhyncha
Ficus macrostyla,Corner,Ficus macrostyla
Ficus macrothyrsa,Corner,Ficus macrothyrsa
Ficus madagascariensis,C.C.Berg,Ficus madagascariensis
Ficus magdalenica,Dugand,Ficus magdalenica
Ficus magnoliifolia,Blume,Ficus magnoliifolia
Ficus maialis,Guillaumin,Ficus maialis
Ficus maitin,Pittier,Ficus maitin
Ficus malayana,C.C.Berg & Chantaras.,Ficus malayana
Ficus manuselensis,C.C.Berg,Ficus manuselensis
Ficus mariae,"C.C.Berg, Emygdio & Carauta",Ficus mariae
Ficus marmorata,Bojer ex Baker,Ficus marmorata
Ficus maroma,A.Cast.,Ficus maroma
Ficus maroniensis,Benoist,Ficus maroniensis
Ficus masonii,Horne ex Baker,Ficus masonii
Ficus matanoensis,C.C.Berg,Ficus matanoensis
Ficus mathewsii,(Miq.) Miq.,Ficus mathewsii
Ficus matiziana,Dugand,Ficus matiziana
Ficus mauritiana,Lam.,Ficus mauritiana
Ficus maxima,Mill.,Ficus maxima
Ficus maximoides,C.C.Berg,Ficus maximoides
Ficus megaleia,Corner,Ficus megaleia
Ficus megalophylla,Diels,Ficus megalophylla
Ficus meistosyce,Standl. & L.O.Williams,Ficus meistosyce
Ficus melinocarpa,Blume,Ficus melinocarpa
Ficus membranacea,C.Wright,Ficus membranacea
Ficus menabeensis,H.Perrier,Ficus menabeensis
Ficus merrittii,Merr.,Ficus merrittii
Ficus microcarpa,L.f.,Ficus microcarpa
Ficus microclada,Dugand,Ficus microclada
Ficus microdictya,Diels,Ficus microdictya
Ficus microphylla,Salzm. ex Miq.,Ficus microphylla
Ficus microsphaera,Warb.,Ficus microsphaera
Ficus microsyce,Ridl.,Ficus microsyce
Ficus microtophora,Corner,Ficus microtophora
Ficus midotis,Corner,Ficus midotis
Ficus minahassae,(Teijsm. & Vriese) Miq.,Ficus minahassae
Ficus miqueliana,C.C.Berg,Ficus miqueliana
Ficus mollicula,Pittier,Ficus mollicula
Ficus mollior,F.Muell. ex Benth.,Ficus mollior
Ficus mollis,Vahl,Ficus mollis
Ficus mollissima,Ridl.,Ficus mollissima
Ficus montana,Burm.f.,Ficus montana
Ficus morobensis,C.C.Berg,Ficus morobensis
Ficus mucuso,Welw. ex Ficalho,Ficus mucuso
Ficus muelleriana,C.C.Berg,Ficus muelleriana
Ficus multistipularis,Merr.,Ficus multistipularis
Ficus mutabilis,Bureau,Ficus mutabilis
Ficus mutisii,Dugand,Ficus mutisii
Ficus myiopotamica,C.C.Berg,Ficus myiopotamica
Ficus nasuta,Summerh.,Ficus nasuta
Ficus natalensis,Hochst.,Ficus natalensis
Ficus neriifolia,Sm.,Ficus neriifolia
Ficus nervosa,B.Heyne ex Roth,Ficus nervosa
Ficus nigropunctata,Warb. ex Mildbr. & Burret,Ficus nigropunctata
Ficus nishimurae,Koidz.,Ficus nishimurae
Ficus nitidifolia,Bureau,Ficus nitidifolia
Ficus nota,(Blanco) Merr.,Ficus nota
Ficus novae-georgiae,Corner,Ficus novae-georgiae
Ficus novahibernica,Corner,Ficus novahibernica
Ficus nymphaeifolia,Mill.,Ficus nymphaeifolia
Ficus obliqua,G.Forst.,Ficus obliqua
Ficus obpyramidata,King,Ficus obpyramidata
Ficus obscura,Blume,Ficus obscura
Ficus obtusifolia,Kunth,Ficus obtusifolia
Ficus obtusiuscula,(Miq.) Miq.,Ficus obtusiuscula
Ficus ochracea,(C.C.Berg) C.C.Berg,Ficus ochracea
Ficus ocoana,Dugand,Ficus ocoana
Ficus odorata,(Blanco) Merr.,Ficus odorata
Ficus oleifolia,King,Ficus oleifolia
Ficus oleracea,Corner,Ficus oleracea
Ficus opposita,Miq.,Ficus opposita
Ficus oreodryadum,Mildbr.,Ficus oreodryadum
Ficus oreophila,Ridl.,Ficus oreophila
Ficus oresbia,C.C.Berg,Ficus oresbia
Ficus organensis,(Miq.) Miq.,Ficus cestrifolia
Ficus orocuensis,Dugand,Ficus orocuensis
Ficus orthoneura,H.Lév. & Vaniot,Ficus orthoneura
Ficus osensis,C.C.Berg,Ficus osensis
Ficus otophora,Corner & Guillaumin,Ficus otophora
Ficus otophoroides,Corner,Ficus otophoroides
Ficus ottoniifolia,Miq.,Ficus ottoniifolia
Ficus ovatifolia,S.S. Chang,Ficus ovatifolia
Ficus pachyclada,Baker,Ficus pachyclada
Ficus pachyneura,C.C.Berg,Ficus pachyneura
Ficus pachyrrhachis,K.Schum. & Lauterb.,Ficus pachyrrhachis
Ficus pachysycia,Diels ex Corner,Ficus pachysycia
Ficus padana,Burm.f.,Ficus padana
Ficus pakkensis,Standl.,Ficus pakkensis
Ficus pallescens,(Weiblen) C.C.Berg,Ficus pallescens
Ficus pallida,Vahl,Ficus pallida
Ficus palmata,Forssk.,Ficus palmata
Ficus paludica,Standl.,Ficus paludica
Ficus pancheriana,Bureau,Ficus pancheriana
Ficus panurensis,Standl.,Ficus panurensis
Ficus papuana,Corner,Ficus papuana
Ficus paracamptophylla,Corner,Ficus paracamptophylla
Ficus paraensis,(Miq.) Miq.,Ficus paraensis
Ficus parietalis,Blume,Ficus parietalis
Ficus parvibracteata,Corner,Ficus parvibracteata
Ficus patellata,Corner,Ficus patellata
Ficus pedunculosa,Miq.,Ficus pedunculosa
Ficus pellucidopunctata,Griff.,Ficus pellucidopunctata
Ficus pertusa,L.f.,Ficus pertusa
Ficus petiolaris,Kunth,Ficus petiolaris
Ficus phaeosyce,K.Schum. & Lauterb.,Ficus phaeosyce
Ficus phanrangensis,Gagnep.,Ficus phanrangensis
Ficus pilulifera,Corner,Ficus pilulifera
Ficus piresiana,Vázq.Avila & C.C.Berg,Ficus piresiana
Ficus pisifera,Wall. ex Voigt,Ficus pisifera
Ficus pisocarpa,Blume,Ficus pisocarpa
Ficus platyphylla,Delile,Ficus platyphylla
Ficus platypoda,(Miq.) A.Cunn. ex Miq.,Ficus platypoda
Ficus pleurocarpa,F.Muell.,Ficus pleurocarpa
Ficus pleyteana,Corner,Ficus pleyteana
Ficus podocarpifolia,Corner,Ficus podocarpifolia
Ficus polita,Vahl,Ficus polita
Ficus politoria,Lam.,Ficus politoria
Ficus polyantha,Warb.,Ficus polyantha
Ficus polyphlebia,Baker,Ficus polyphlebia
Ficus popayanensis,Standl.,Ficus popayanensis
Ficus popenoei,Standl.,Ficus popenoei
Ficus populifolia,Vahl,Ficus populifolia
Ficus porphyrochaete,Corner,Ficus porphyrochaete
Ficus porrecta,(Corner) C.C.Berg,Ficus porrecta
Ficus praestans,Corner,Ficus praestans
Ficus praetermissa,Corner,Ficus praetermissa
Ficus prasinicarpa,Elmer ex C.C.Berg,Ficus prasinicarpa
Ficus preussii,Warb.,Ficus preussii
Ficus primaria,Corner,Ficus primaria
Ficus pritchardii,Seem.,Ficus pritchardii
Ficus profusa,Corner,Ficus profusa
Ficus prolixa,G.Forst.,Ficus prolixa
Ficus prostrata,(Wall. ex Miq.) Buch.-Ham. ex Miq.,Ficus prostrata
Ficus pseudojaca,Corner,Ficus pseudojaca
Ficus pseudomangifera,Hutch.,Ficus pseudomangifera
Ficus pseudopalma,Blanco,Ficus pseudopalma
Ficus pseudowassa,Corner,Ficus pseudowassa
Ficus pteroporum,Guillaumin,Ficus pteroporum
Ficus pubigera,(Wall. ex Miq.) Brandis,Ficus pubigera
Ficus pubilimba,Merr.,Ficus pubilimba
Ficus pulchella,Schott ex Spreng.,Ficus pulchella
Ficus pungens,Reinw. ex Blume,Ficus pungens
Ficus pustulata,Elmer,Ficus pustulata
Ficus pygmaea,Welw. ex Hiern,Ficus pygmaea
Ficus pyriformis,Hook. & Arn.,Ficus pyriformis
Ficus quercetorum,Corner,Ficus quercetorum
Ficus quichauensis,S.S.Chang,Ficus quichauensis
Ficus quijosana,C.C.Berg,Ficus quijosana
Ficus racemifera,Roxb.,Ficus variegata
Ficus racemigera,Bureau,Ficus racemigera
Ficus racemosa,L.,Ficus racemosa
Ficus recurvata,De Wild.,Ficus recurvata
Ficus reflexa,Thunb.,Ficus reflexa
Ficus religiosa,L.,Ficus religiosa
Ficus retusa,L.,Ficus retusa
Ficus rheedei,J.Graham,Ficus rheedei
Ficus rhizophoriphylla,King,Ficus rhizophoriphylla
Ficus ribes,Reinw. ex Blume,Ficus ribes
Ficus richteri,Dugand,Ficus richteri
Ficus ridleyana,C.C.Berg & Chantaras.,Ficus ridleyana
Ficus rieberiana,C.C.Berg,Ficus rieberiana
Ficus riedelii,Teijsm. ex Miq.,Ficus riedelii
Ficus rigo,F.M.Bailey,Ficus rigo
Ficus robusta,Corner,Ficus robusta
Ficus romeroi,Dugand,Ficus romeroi
Ficus roraimensis,C.C.Berg,Ficus roraimensis
Ficus rosulata,C.C.Berg,Ficus rosulata
Ficus rubiginosa,Desf. ex Vent.,Ficus rubiginosa
Ficus rubra,Vahl,Ficus rubra
Ficus rubrocuspidata,Corner,Ficus rubrocuspidata
Ficus rubromidotis,Corner,Ficus rubromidotis
Ficus rubrosyce,C.C.Berg,Ficus rubrosyce
Ficus ruficaulis,Merr.,Ficus ruficaulis
Ficus rumphii,Blume,Ficus rumphii
Ficus ruyuanensis,X.S.Zhang,Ficus ruyuanensis
Ficus rzedowskiana,Carvajal & Cuevas-Figueroa,Ficus rzedowskiana
Ficus saccata,Corner,Ficus saccata
Ficus sagittata,Vahl,Ficus sagittata
Ficus sagittifolia,Warb. ex Mildbr. & Burret,Ficus sagittifolia
Ficus sakalavarum,Baker,Ficus sycomorus
Ficus salomonensis,Rech.,Ficus salomonensis
Ficus samoensis,Summerh.,Ficus samoensis
Ficus sansibarica,Warb.,Ficus sansibarica
Ficus saruensis,C.C.Berg,Ficus saruensis
Ficus satterthwaitei,Elmer,Ficus satterthwaitei
Ficus saurauioides,Diels,Ficus saurauioides
Ficus saussureana,DC.,Ficus saussureana
Ficus saxophila,Blume,Ficus saxophila
Ficus scabra,G.Forst.,Ficus scabra
Ficus scaposa,Corner,Ficus scaposa
Ficus scassellatii,Pamp.,Ficus scassellatii
Ficus schefferiana,King,Ficus schefferiana
Ficus schippii,Standl.,Ficus schippii
Ficus schultesii,Dugand,Ficus schultesii
Ficus schumacheri,(Liebm.) Griseb.,Ficus schumacheri
Ficus schumanniana,Warb.,Ficus schumanniana
Ficus schwarzii,Koord.,Ficus schwarzii
Ficus sciaphila,Corner,Ficus sciaphila
Ficus sclerosycia,C.C.Berg,Ficus sclerosycia
Ficus scobina,Benth.,Ficus scobina
Ficus scopulifera,C.C.Berg,Ficus scopulifera
Ficus scortechinii,King,Ficus scortechinii
Ficus scott-elliottii,Mildbr. & Burret,Ficus scott-elliottii
Ficus semicordata,Buch.-Ham. ex Sm.,Ficus semicordata
Ficus semivestita,Corner,Ficus semivestita
Ficus septica,Burm.f.,Ficus septica
Ficus serraria,Miq.,Ficus serraria
Ficus setiflora,Stapf,Ficus setiflora
Ficus simplicissima,Lour.,Ficus simplicissima
Ficus sinuata,Thunb.,Ficus sinuata
Ficus smithii,Horne ex Baker,Ficus smithii
Ficus soatensis,Dugand,Ficus soatensis
Ficus soepadmoi,Kochummen,Ficus soepadmoi
Ficus spathulifolia,Corner,Ficus spathulifolia
Ficus sphenophylla,Standl.,Ficus sphenophylla
Ficus squamosa,Roxb.,Ficus squamosa
Ficus stellaris,C.C.Berg,Ficus stellaris
Ficus stolonifera,King,Ficus stolonifera
Ficus storckii,Seem.,Ficus storckii
Ficus stricta,(Miq.) Miq.,Ficus stricta
Ficus stuhlmannii,Warb.,Ficus stuhlmannii
Ficus subandina,Dugand,Ficus subandina
Ficus subcaudata,C.C.Berg,Ficus subcaudata
Ficus subcongesta,Corner,Ficus subcongesta
Ficus subcordata,Blume,Ficus subcordata
Ficus subcostata,De Wild.,Ficus subcostata
Ficus subcuneata,Miq.,Ficus subcuneata
Ficus subfulva,Corner,Ficus subfulva
Ficus subgelderi,Corner,Ficus subgelderi
Ficus subglabritepala,C.C.Berg,Ficus subglabritepala
Ficus subincisa,Buch.-Ham. ex Sm.,Ficus subincisa
Ficus sublimbata,Corner,Ficus sublimbata
Ficus subnervosa,Corner,Ficus subnervosa
Ficus subpisocarpa,Gagnep.,Ficus subpisocarpa
Ficus subpuberula,Corner,Ficus subpuberula
Ficus subsagittifolia,Mildbr. ex C.C.Berg,Ficus subsagittifolia
Ficus subterranea,Corner,Ficus subterranea
Ficus subtrinervia,K.Schum. & Lauterb.,Ficus subtrinervia
Ficus subulata,Blume,Ficus subulata
Ficus sulcata,Elmer,Ficus sulcata
Ficus sumatrana,Miq.,Ficus sumatrana
Ficus sundaica,Blume,Ficus sundaica
Ficus superba,(Miq.) Miq.,Ficus superba
Ficus supperforata,Corner,Ficus supperforata
Ficus sur,Forssk.,Ficus sur
Ficus sycomorus,L.,Ficus sycomorus
Ficus talbotii,King,Ficus talbotii
Ficus tanypoda,Corner,Ficus tanypoda
Ficus tarennifolia,Corner,Ficus tarennifolia
Ficus tenuicuspidata,Corner,Ficus tenuicuspidata
Ficus tepuiensis,C.C.Berg & Simonis,Ficus tepuiensis
Ficus tequendamae,Dugand,Ficus tequendamae
